Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PF,34,SAS,26,0,22,4.2,9.9,0.419,1.6,4.3,0.366,2.6,5.6,0.459,0.498,1.3,1.7,0.767,0.9,4.3,5.2,1.5,0.7,0.5,1.2,1.8,11.2
PG,31,DAL,80,31,27.4,3.5,8.5,0.406,0.8,2.7,0.282,2.7,5.9,0.463,0.45,1.9,2.2,0.847,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5
C,25,MIL,57,1,16.8,2.9,5.1,0.564,0,0,0,2.9,5.1,0.566,0.564,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7
PG,24,TOT,41,6,11.6,1.3,3.6,0.377,0.4,1,0.357,1,2.5,0.385,0.428,0.3,0.4,0.8,0.2,1,1.1,1.5,0.3,0.2,0.6,0.7,3.3
PF,25,SAS,14,2,11.8,1.3,2.6,0.5,0.3,1.1,0.267,1,1.5,0.667,0.556,0.6,1.1,0.6,0.5,2.6,3.1,0.5,0,0,0,0.4,3.5
SF,25,PHI,67,49,28.4,4.1,10.6,0.385,2.5,7.2,0.353,1.6,3.4,0.452,0.504,2.1,2.6,0.791,1,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8
SF,25,UTA,70,2,12.2,1,2.8,0.371,0.4,1.4,0.273,0.6,1.4,0.474,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9
PG,24,DAL,24,6,24.1,4.3,8.3,0.515,1.1,2.8,0.382,3.2,5.5,0.583,0.58,2,2.3,0.889,0.2,3,3.2,3.6,0.4,0,1.2,1.5,11.7
SG,26,TOR,14,0,6,0.8,2,0.393,0.6,1.5,0.429,0.1,0.5,0.286,0.554,0.3,0.3,1,0.1,0.6,0.6,0.4,0.1,0,0.3,0.4,2.5
C,33,MIA,52,36,14.7,2.4,4.3,0.566,0,0,0,2.4,4.3,0.566,0.566,1,1.3,0.746,1.3,3,4.3,0.5,0.3,0.8,0.9,1.8,5.8
SG,27,WAS,24,24,35.3,11.4,24,0.473,2.5,7.4,0.337,8.9,16.6,0.534,0.525,7.5,8.4,0.896,1.4,3.8,5.2,4.7,1.3,0.5,3.1,2.5,32.8
PG,21,BOS,61,10,27.3,3,8.7,0.348,1,4,0.253,2,4.7,0.427,0.405,2.1,2.7,0.777,1.2,2.9,4.2,3,1.5,0.3,1.3,3,9.1
SG,23,LAC,67,7,21.9,3.4,7.7,0.438,0.9,2.8,0.335,2.4,4.9,0.495,0.498,1.2,1.7,0.681,0.3,1.6,1.9,1.5,0.7,0.1,0.9,2,8.9
C,29,CLE,76,48,17.4,2.7,4.7,0.565,0,0.1,0.143,2.7,4.6,0.574,0.567,0.9,1.3,0.716,1.4,3,4.4,0.4,0.3,0.8,0.9,2.1,6.3
PF,23,HOU,2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,1,0,1,1,2,0,0,1,1.5,1.5,2
SG,27,NOP,45,44,32.9,5.1,12.3,0.418,2.5,6.5,0.384,2.6,5.7,0.457,0.521,2.5,2.8,0.888,0.2,2,2.2,2.7,1,0.3,1.6,2.2,15.2
PG,26,PHO,16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6
C,28,DAL,34,2,10.9,2.3,3.9,0.575,0,0,0,2.3,3.9,0.579,0.575,0.5,1.1,0.5,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1
SF,36,SAS,46,0,9.4,1.1,2.3,0.471,0.3,1.1,0.306,0.7,1.2,0.618,0.543,0.2,0.3,0.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2.7
PG,26,GSW,28,1,10.8,1.4,3,0.476,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0,0.9,0.9,0.4,0.2,0.2,0.2,1,4.3
PF,23,UTA,12,0,5.3,0.5,1.1,0.462,0.3,0.8,0.333,0.3,0.3,0.75,0.577,0,0.3,0,0.3,0.8,1.1,0.3,0.3,0,0.2,0.9,1.3
SF,25,BOS,73,73,31.6,4.9,11.1,0.443,1.7,5,0.336,3.3,6.2,0.529,0.518,2.7,3.3,0.82,1,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2
PG,21,DAL,27,27,35.3,10,21.1,0.475,2.4,7.2,0.335,7.6,14,0.546,0.532,6.6,8.3,0.795,0.9,7.7,8.6,9.4,1,0.7,4.2,2.2,29.1
PF,35,SAS,78,19,18,3.1,5.7,0.545,0,0.1,0.429,3.1,5.7,0.546,0.548,0.8,1,0.788,0.9,3,4,1.8,0.6,0.7,0.9,1.8,7.1
PG,25,CHO,25,25,32.8,4.4,12.4,0.352,2.8,8.1,0.347,1.6,4.3,0.361,0.465,2.2,2.8,0.775,0.6,2.4,3,5.7,1,0,1.4,1.5,13.7
C,23,TOR,82,22,22,1.9,3.5,0.542,0,0,0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8,0.4,0.2,1.6,0.9,2.7,5.5
C,23,WAS,14,3,13.6,2.3,3.9,0.593,0.4,1.3,0.333,1.9,2.6,0.722,0.648,1.1,1.8,0.64,0.4,2.6,3.1,0.9,0.6,0.3,0.6,2.6,6.1
SF,30,CHO,26,26,35.5,8.1,16.6,0.486,2.2,5.2,0.422,5.9,11.4,0.515,0.552,3.9,4.5,0.864,0.9,4.5,5.5,3.8,1.1,0.4,2.1,1.9,22.3
C,26,WAS,3,1,16.7,1.7,5,0.333,0,0.7,0,1.7,4.3,0.385,0.333,0,0,0,1.7,3.7,5.3,1.7,0.3,1,1,1.3,3.3
SG,24,PHO,52,50,36,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6
SF,27,CHO,70,70,35,5.3,12.5,0.426,2,5.7,0.348,3.3,6.8,0.492,0.506,2.3,2.7,0.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9
SG,34,ATL,80,80,30,3.4,7.7,0.435,2,5,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2,9.2
PF,22,CHO,24,24,28.8,4,9.6,0.42,1.1,3.3,0.329,3,6.3,0.467,0.476,2,2.7,0.738,1.7,4.9,6.5,3,0.9,1.3,2,2.7,11.2
PG,26,MEM,5,0,9,0.4,2,0.2,0.2,0.8,0.25,0.2,1.2,0.167,0.25,0.6,0.8,0.75,0.2,0.6,0.8,0.8,0,0,0.2,0.4,1.6
PF,22,MEM,19,6,21.2,3.4,6.3,0.546,0.5,1.3,0.375,2.9,5,0.589,0.584,0.6,0.8,0.75,1.4,3.1,4.5,1.6,1,0.6,0.9,2.5,7.9
PF,24,LAL,36,0,13.1,1.5,4.1,0.369,0.1,1,0.135,1.4,3.1,0.446,0.386,1,1.5,0.685,0.6,2.8,3.4,0.6,0.4,0.3,0.5,1.1,4.2
C,35,CHI,72,72,31.8,6.5,13.8,0.469,0.3,1,0.348,6.2,12.9,0.478,0.481,3.2,4,0.792,2.2,8.9,11,4.1,0.6,2,2.3,2.1,16.5
SF,27,OKC,68,2,14.4,1.3,3.3,0.389,0.4,1.4,0.309,0.8,1.8,0.452,0.457,0.4,0.6,0.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,3.4
C,32,MIL,28,28,27.1,3.9,8.5,0.46,1.6,4.6,0.359,2.3,3.9,0.578,0.557,1.3,1.6,0.841,1.5,3.6,5.1,0.6,0.5,1.3,0.8,1.9,10.8
PF,23,POR,61,10,21.9,3.2,7.1,0.448,1.4,3.7,0.377,1.8,3.4,0.527,0.547,0.6,0.8,0.761,0.8,4.3,5.1,1.5,0.1,0.3,1.3,3,8.4
PF,27,DAL,19,19,30.7,3.3,7.4,0.45,1.9,5.1,0.381,1.4,2.3,0.605,0.582,0.5,0.6,0.833,1.5,3.3,4.8,1.2,1,0.4,0.6,2.7,9.1
PG,21,MIN,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
SF,35,MEM,76,45,28.8,3.5,9.1,0.381,1.6,4.9,0.322,1.9,4.3,0.449,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1,0.8,1.6,3.1,10
SF,21,DET,26,9,20.3,2.9,7,0.418,1.9,4.7,0.413,1,2.3,0.426,0.555,1.5,1.8,0.826,0.4,3.2,3.7,1,0.5,0,0.7,1.3,9.2
PG,21,DET,8,0,8.8,0.6,1.8,0.357,0,0.1,0,0.6,1.6,0.385,0.357,1,1.3,0.8,0.1,0.3,0.4,1,0.5,0.1,0.6,1.1,2.3
SF,35,CLE,1,0,42,6,14,0.429,1,2,0.5,5,12,0.417,0.464,0,0,0,1,4,5,2,1,2,0,6,13
SG,24,TOT,44,3,9.3,0.8,2.4,0.343,0.3,0.9,0.308,0.5,1.5,0.364,0.4,0.8,1.3,0.655,0.1,0.8,0.9,0.5,0.3,0,0.5,0.9,2.7
C,31,DAL,76,69,26.4,2.9,6.2,0.466,0,0,0,2.9,6.1,0.469,0.466,2.8,3.6,0.768,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6
PG,19,CHO,28,8,27.7,5.4,12.4,0.437,1.8,5.1,0.354,3.6,7.3,0.495,0.51,2,2.5,0.797,1.5,4.6,6.2,6.1,1.5,0.4,2.7,2.6,14.6
SF,26,DET,80,80,35.7,5.1,11.8,0.434,1.4,3.7,0.362,3.8,8.1,0.467,0.491,2.5,3.4,0.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1
SF,26,TOR,13,0,3.2,0.7,1.1,0.643,0.6,0.8,0.727,0.1,0.2,0.333,0.929,0,0,0,0.1,0.6,0.7,0.2,0,0.2,0.1,0.5,2
PF,24,DAL,69,2,14.4,2.1,4.3,0.493,0,0.2,0.125,2.1,4.1,0.514,0.497,1.5,2.1,0.739,1.2,2.7,4,0.6,0.5,0.3,0.6,1.7,5.8
C,28,BOS,26,21,24,3.7,6.5,0.571,0.9,2.2,0.397,2.8,4.2,0.664,0.64,1.1,1.6,0.683,1.3,3.8,5.1,1.4,0.6,1,1,2.8,9.3
C,30,BRK,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
SG,22,SAC,68,53,21.2,2.9,6.7,0.429,1,2.7,0.362,1.9,4,0.474,0.502,1.1,1.5,0.718,0.5,1.7,2.2,1.2,0.8,0.1,1.5,2.1,7.8
SF,25,CHO,23,1,15.8,2.2,5.2,0.42,0.7,2.2,0.3,1.5,3,0.507,0.483,0.6,1.1,0.56,0.8,2,2.8,1.3,0.9,0.3,0.7,1.1,5.6
SF,23,LAL,29,11,20.7,1.3,4.3,0.31,0.7,2.4,0.286,0.7,1.9,0.339,0.389,0.6,0.7,0.85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,4
SF,37,MIA,26,2,21.2,1.6,4.3,0.369,1,3.3,0.318,0.5,1,0.538,0.491,0.2,0.4,0.455,0.5,3.1,3.6,2.3,1,0.5,1,1.5,4.4
PG,29,SAC,72,72,35.2,4.9,10.9,0.454,0.9,2.4,0.365,4.1,8.5,0.479,0.494,1.2,2.1,0.58,1.1,5,6,11.7,2,0.1,3.9,2.4,11.9
SG,30,LAL,54,2,19.1,2.3,6.9,0.339,1.4,4.4,0.325,0.9,2.5,0.363,0.442,1.2,1.4,0.829,0.3,1.5,1.8,0.6,0.4,0.1,0.6,0.9,7.3
SG,27,CHO,78,13,26.3,3.8,9.3,0.412,1,2.9,0.336,2.9,6.4,0.446,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3,0.7,0.5,1.9,2.1,11.7
C,27,NYK,82,82,27.1,4.4,8.1,0.539,0,0,0,4.4,8.1,0.54,0.539,1.6,2,0.795,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3
SF,29,LAC,23,23,34.4,9.7,19,0.513,1.9,4.9,0.389,7.8,14.1,0.556,0.563,5.3,6.1,0.879,0.8,5,5.9,5,1.8,0.6,1.8,1.5,26.7
